example_id,TARGET
13695,-0.014342916000488126
13696,-0.014350721312477386
13697,-0.014358510061736052
13698,-0.014366282239274771
13699,-0.01437403783612341
13700,-0.0143817768433309
13701,-0.014389499251965391
13702,-0.014397205053114094
13703,-0.01440489423788347
13704,-0.014412566797399152
13705,-0.014420222722805886
13706,-0.014427862005267713
13707,-0.014435484635967815
13708,-0.014443090606108624
13709,-0.01445067990691177
13710,-0.014458252529618191
13711,-0.014465808465487966
13712,-0.014473347705800535
13713,-0.014480870241854552
13714,-0.014488376064967952
13715,-0.014495865166477993
13716,-0.014503337537741183
13717,-0.014510793170133407
13718,-0.014518232055049771
13719,-0.014525654183904809
13720,-0.014533059548132334
13721,-0.014540448139185529
13722,-0.014547819948536912
13723,-0.014555174967678434
13724,-0.014562513188121323
13725,-0.01456983460139628
13726,-0.014577139199053396
13727,-0.0145844269726621
13728,-0.014591697913811322
13729,-0.014598952014109375
13730,-0.014606189265184012
13731,-0.014613409658682429
13732,-0.014620613186271312
13733,-0.014627799839636774
13734,-0.014634969610484412
13735,-0.014642122490539304
13736,-0.014649258471546066
13737,-0.014656377545268735
13738,-0.01466347970349093
13739,-0.014670564938015798
13740,-0.014677633240665944
13741,-0.014684684603283597
13742,-0.014691719017730493
13743,-0.014698736475887934
13744,-0.014705736969656788
13745,-0.014712720490957546
13746,-0.0147196870317302
13747,-0.014726636583934423
13748,-0.01473356913954947
13749,-0.014740484690574197
13750,-0.014747383229027093
13751,-0.014754264746946277
13752,-0.01476112923638955
13753,-0.014767976689434291
13754,-0.014774807098177618
13755,-0.01478162045473628
13756,-0.014788416751246711
13757,-0.014795195979865032
13758,-0.014801958132767098
13759,-0.014808703202148403
13760,-0.014815431180224216
13761,-0.014822142059229527
13762,-0.014828835831419036
13763,-0.014835512489067195
13764,-0.014842172024468204
13765,-0.014848814429936063
13766,-0.014855439697804467
13767,-0.014862047820426967
13768,-0.014868638790176861
13769,-0.01487521259944725
13770,-0.014881769240651033
13771,-0.014888308706220954
13772,-0.014894830988609548
13773,-0.014901336080289183
13774,-0.014907823973752107
13775,-0.01491429466151035
13776,-0.014920748136095865
13777,-0.014927184390060423
13778,-0.014933603415975726
13779,-0.014940005206433276
13780,-0.014946389754044543
13781,-0.014952757051440887
13782,-0.014959107091273518
13783,-0.01496543986621364
13784,-0.014971755368952335
13785,-0.014978053592200637
13786,-0.014984334528689507
13787,-0.014990598171169902
13788,-0.014996844512412663
13789,-0.015003073545208676
13790,-0.015009285262368758
13791,-0.01501547965672372
13792,-0.015021656721124365
13793,-0.015027816448441504
13794,-0.015033958831565978
13795,-0.015040083863408577
13796,-0.015046191536900197
13797,-0.01505228184499172
13798,-0.015058354780654083
13799,-0.01506441033687826
13800,-0.015070448506675329
13801,-0.01507646928307636
13802,-0.01508247265913257
13803,-0.015088458627915214
13804,-0.015094427182515645
13805,-0.015100378316045335
13806,-0.015106312021635841
13807,-0.015112228292438839
13808,-0.01511812712162612
13809,-0.015124008502389631
13810,-0.015129872427941431
13811,-0.015135718891513735
13812,-0.0151415478863589
13813,-0.01514735940574948
13814,-0.015153153442978138
13815,-0.015158929991357763
13816,-0.01516468904422144
13817,-0.015170430594922376
13818,-0.01517615463683405
13819,-0.015181861163350114
13820,-0.015187550167884442
13821,-0.01519322164387112
13822,-0.015198875584764503
13823,-0.015204511984039118
13824,-0.015210130835189807
13825,-0.015215732131731611
13826,-0.015221315867199882
13827,-0.015226882035150177
13828,-0.015232430629158378
13829,-0.015237961642820659
13830,-0.015243475069753416
13831,-0.015248970903593421
13832,-0.015254449137997703
13833,-0.015259909766643619
13834,-0.01526535278322883
13835,-0.01527077818147137
13836,-0.015276185955109536
13837,-0.01528157609790202
13838,-0.015286948603627866
13839,-0.015292303466086418
13840,-0.015297640679097446
13841,-0.015302960236501047
13842,-0.015308262132157736
13843,-0.015313546359948353
13844,-0.015318812913774188
13845,-0.015324061787556896
13846,-0.015329292975238547
13847,-0.015334506470781613
13848,-0.01533970226816902
13849,-0.01534488036140406
13850,-0.015350040744510508
13851,-0.015355183411532582
13852,-0.015360308356534895
13853,-0.01536541557360257
13854,-0.01537050505684116
13855,-0.015375576800376696
13856,-0.015380630798355664
13857,-0.01538566704494507
13858,-0.015390685534332371
13859,-0.015395686260725537
13860,-0.01540066921835302
13861,-0.015405634401463813
13862,-0.015410581804327392
13863,-0.01541551142123376
13864,-0.015420423246493476
13865,-0.015425317274437574
13866,-0.015430193499417695
13867,-0.015435051915805983
13868,-0.01543989251799515
13869,-0.015444715300398463
13870,-0.015449520257449778
13871,-0.01545430738360348
13872,-0.015459076673334566
13873,-0.015463828121138628
13874,-0.015468561721531819
13875,-0.015473277469050912
13876,-0.015477975358253262
13877,-0.015482655383716881
13878,-0.015487317540040332
13879,-0.015491961821842863
13880,-0.015496588223764318
13881,-0.015501196740465186
13882,-0.01550578736662659
13883,-0.015510360096950318
13884,-0.015514914926158802
13885,-0.015519451848995124
13886,-0.015523970860223057
13887,-0.015528471954627029
13888,-0.015532955127012145
13889,-0.015537420372204198
13890,-0.015541867685049693
13891,-0.015546297060415782
13892,-0.01555070849319037
13893,-0.015555101978282044
13894,-0.015559477510620102
13895,-0.015563835085154586
13896,-0.01556817469685624
13897,-0.015572496340716549
13898,-0.015576800011747726
13899,-0.01558108570498276
13900,-0.015585353415475327
13901,-0.015589603138299928
13902,-0.015593834868551768
13903,-0.015598048601346866
13904,-0.015602244331821958
13905,-0.015606422055134603
13906,-0.015610581766463136
13907,-0.01561472346100665
13908,-0.01561884713398507
13909,-0.015622952780639094
13910,-0.015627040396230234
13911,-0.01563110997604081
13912,-0.01563516151537398
13913,-0.015639195009553675
13914,-0.015643210453924698
13915,-0.015647207843852668
13916,-0.015651187174724024
13917,-0.015655148441946088
13918,-0.015659091640946983
13919,-0.015663016767175734
13920,-0.01566692381610217
13921,-0.015670812783217036
13922,-0.01567468366403191
13923,-0.015678536454079264
13924,-0.015682371148912428
13925,-0.015686187744105653
13926,-0.015689986235254028
13927,-0.015693766617973583
13928,-0.01569752888790124
13929,-0.01570127304069479
13930,-0.01570499907203298
13931,-0.015708706977615443
13932,-0.015712396753162744
13933,-0.015716068394416353
13934,-0.015719721897138706
13935,-0.01572335725711314
13936,-0.015726974470143946
13937,-0.01573057353205635
13938,-0.01573415443869655
13939,-0.015737717185931664
13940,-0.01574126176964979
13941,-0.01574478818576
13942,-0.015748296430192293
13943,-0.015751786498897687
13944,-0.015755258387848147
13945,-0.01575871209303663
13946,-0.015762147610477083
13947,-0.015765564936204443
13948,-0.015768964066274628
13949,-0.015772344996764578
13950,-0.01577570772377223
13951,-0.015779052243416525
13952,-0.015782378551837426
13953,-0.015785686645195897
13954,-0.01578897651967396
13955,-0.015792248171474618
13956,-0.015795501596821946
13957,-0.015798736791961032
13958,-0.01580195375315801
13959,-0.015805152476700054
13960,-0.01580833295889541
13961,-0.015811495196073333
13962,-0.015814639184584173
13963,-0.01581776492079934
13964,-0.015820872401111283
13965,-0.015823961621933547
13966,-0.01582703257970073
13967,-0.01583008527086854
13968,-0.01583311969191372
13969,-0.015836135839334145
13970,-0.015839133709648755
13971,-0.015842113299397588
13972,-0.01584507460514178
13973,-0.015848017623463582
13974,-0.015850942350966332
13975,-0.01585384878427449
13976,-0.015856736920033632
13977,-0.015859606754910438
13978,-0.015862458285592726
13979,-0.01586529150878943
13980,-0.015868106421230616
13981,-0.015870903019667478
13982,-0.015873681300872366
13983,-0.015876441261638743
13984,-0.015879182898781232
13985,-0.01588190620913561
13986,-0.015884611189558792
13987,-0.015887297836928854
13988,-0.015889966148145026
13989,-0.015892616120127722
13990,-0.015895247749818483
13991,-0.015897861034180057
13992,-0.015900455970196348
13993,-0.015903032554872434
13994,-0.015905590785234576
13995,-0.015908130658330234
13996,-0.015910652171228022
13997,-0.01591315532101777
13998,-0.0159156401048105
13999,-0.015918106519738424
14000,-0.01592055456295495
14001,-0.0159229842316347
14002,-0.0159253955229735
14003,-0.015927788434188375
14004,-0.015930162962517577
14005,-0.015932519105220578
14006,-0.01593485685957805
14007,-0.0159371762228919
14008,-0.015939477192485268
14009,-0.015941759765702508
14010,-0.01594402393990921
14011,-0.01594626971249221
14012,-0.015948497080859568
14013,-0.01595070604244059
14014,-0.015952896594685833
14015,-0.015955068735067093
14016,-0.01595722246107741
14017,-0.015959357770231088
14018,-0.01596147466006369
14019,-0.01596357312813202
14020,-0.015965653172014163
14021,-0.015967714789309452
14022,-0.015969757977638496
14023,-0.01597178273464317
14024,-0.015973789057986628
14025,-0.015975776945353282
14026,-0.015977746394448843
14027,-0.01597969740300029
14028,-0.01598162996875589
14029,-0.015983544089485185
14030,-0.015985439762979017
14031,-0.015987316987049523
14032,-0.015989175759530114
14033,-0.015991016078275515
14034,-0.015992837941161735
14035,-0.015994641346086098
14036,-0.015996426290967213
14037,-0.01599819277374502
14038,-0.01599994079238074
14039,-0.01600167034485692
14040,-0.01600338142917742
14041,-0.0160050740433674
14042,-0.016006748185473357
14043,-0.016008403853563093
14044,-0.016010041045725742
14045,-0.016011659760071746
14046,-0.01601325999473289
14047,-0.016014841747862284
14048,-0.01601640501763436
14049,-0.016017949802244885
14050,-0.01601947609991097
14051,-0.016020983908871047
14052,-0.016022473227384895
14053,-0.01602394405373364
14054,-0.016025396386219734
14055,-0.016026830223166994
14056,-0.016028245562920564
14057,-0.01602964240384695
14058,-0.016031020744333994
14059,-0.01603238058279091
14060,-0.01603372191764825
14061,-0.01603504474735793
14062,-0.016036349070393217
14063,-0.01603763488524874
14064,-0.016038902190440494
14065,-0.016040150984505827
14066,-0.016041381266003463
14067,-0.016042593033513478
14068,-0.01604378628563733
14069,-0.01604496102099784
14070,-0.016046117238239194
14071,-0.016047254936026958
14072,-0.01604837411304808
